"","donor","cell_type1","total_features","cell_type","species","dataset","species_donor"
"mouse2_lib3.final_cell_0294",2,"beta",1307,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0295",2,"alpha",1021,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0296",2,"endothelial",1248,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0297",2,"endothelial",1461,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0298",2,"beta",1233,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0299",2,"beta",829,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0300",2,"beta",908,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0301",2,"beta",1085,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0302",2,"beta",1205,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0303",2,"beta",802,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0304",2,"beta",1131,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0305",2,"endothelial",1485,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0306",2,"delta",1524,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0307",2,"quiescent_stellate",1367,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0308",2,"endothelial",1312,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0309",2,"beta",1105,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0310",2,"macrophage",1242,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0311",2,"beta",1160,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0312",2,"beta",1012,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0313",2,"beta",890,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0314",2,"endothelial",1366,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0315",2,"quiescent_stellate",1423,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0316",2,"endothelial",1523,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0317",2,"endothelial",1607,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0318",2,"delta",975,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0319",2,"beta",947,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0320",2,"immune_other",976,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0321",2,"beta",1042,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0322",2,"delta",1249,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0323",2,"beta",1094,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0324",2,"gamma",950,"gamma","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0325",2,"endothelial",1615,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0326",2,"beta",1207,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0327",2,"beta",1120,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0328",2,"alpha",773,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0329",2,"macrophage",961,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0330",2,"alpha",1026,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0331",2,"ductal",1244,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0332",2,"beta",968,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0333",2,"beta",926,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0334",2,"beta",866,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0335",2,"beta",1061,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0336",2,"ductal",1271,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0337",2,"beta",1360,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0338",2,"endothelial",1115,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0339",2,"alpha",983,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0340",2,"endothelial",1087,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0341",2,"delta",844,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0342",2,"beta",1007,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0343",2,"beta",787,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0344",2,"beta",1103,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0345",2,"alpha",803,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0346",2,"beta",1015,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0347",2,"quiescent_stellate",1209,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0348",2,"beta",1023,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0349",2,"alpha",1039,"alpha","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0350",2,"delta",832,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0351",2,"beta",856,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0352",2,"beta",968,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0353",2,"endothelial",841,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0354",2,"endothelial",948,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0355",2,"delta",986,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0356",2,"beta",992,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0357",2,"beta",1026,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0358",2,"ductal",976,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0359",2,"quiescent_stellate",1227,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0360",2,"ductal",1036,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0361",2,"beta",806,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0362",2,"beta",1006,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0363",2,"beta",862,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0364",2,"beta",849,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0365",2,"beta",794,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0366",2,"endothelial",1278,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0367",2,"beta",898,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0368",2,"T_cell",1095,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0369",2,"endothelial",793,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0370",2,"beta",794,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0371",2,"B_cell",1064,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0372",2,"endothelial",1144,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0373",2,"quiescent_stellate",1041,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0374",2,"beta",934,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0375",2,"beta",764,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0376",2,"beta",779,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0377",2,"beta",752,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0378",2,"delta",913,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0379",2,"ductal",976,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0380",2,"ductal",846,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0381",2,"beta",854,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0382",2,"beta",789,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0383",2,"immune_other",757,"immune","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0384",2,"beta",764,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0385",2,"beta",764,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0386",2,"delta",914,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0387",2,"delta",786,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0388",2,"delta",821,"delta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0389",2,"endothelial",1180,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0390",2,"ductal",870,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0391",2,"beta",805,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0392",2,"beta",778,"beta","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0393",2,"ductal",1010,"ductal","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0394",2,"quiescent_stellate",888,"stellate","mouse","inDrop","mouse2"
"mouse2_lib3.final_cell_0395",2,"ductal",860,"ductal","mouse","inDrop","mouse2"
